Unidade de Lotação,Processo SEI,Tipo de Processo,Usuários,Atividades,Tipo de Ação,Pontuação,Data Entrega
GR01FI1,53504.127239/2021-96,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",28/01/2021
GR01FI1,53504.127239/2021-96,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",28/01/2021
GR01FI1,53504.127239/2021-96,Fiscalização: Tributário,Romano Alessandro,TRIB_01_2 - RI com busca de endereço em sistemas,Análise,3,09/03/2021
GR01FI1,53504.127239/2021-96,Fiscalização: Tributário,Romano Alessandro,TRIB_03_1 - Notificação da Fiscalizada,Análise,"0,5",23/03/2021
GR01FI1,53504.127243/2021-31,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",28/01/2021
GR01FI1,53504.127243/2021-31,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",28/01/2021
GR01FI1,53504.127243/2021-31,Fiscalização: Tributário,Romano Alessandro,TRIB_08_4 - Análise de documentação grupo 3 a 5<50%,Análise,20,16/03/2021
GR01FI1,53504.127243/2021-31,Fiscalização: Tributário,Romano Alessandro,TRIB_05_1 - Análise de resposta grupos 3 a 5,Análise,"4,5",08/03/2021
GR01FI1,53504.127247/2021-85,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",28/01/2021
GR01FI1,53504.127247/2021-85,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",28/01/2021
GR01FI1,53504.127247/2021-85,Fiscalização: Tributário,Romano Alessandro,TRIB_05_1 - Análise de resposta grupos 3 a 5,Análise,"4,5",08/03/2021
GR01FI1,53504.127247/2021-85,Fiscalização: Tributário,Romano Alessandro,TRIB_05_1 - Análise de resposta grupos 3 a 5,Análise,"4,5",18/03/2021
GR01FI1,53504.127247/2021-85,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",08/03/2021
GR01FI1,53504.127252/2021-20,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",28/01/2021
GR01FI1,53504.127252/2021-20,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",28/01/2021
GR01FI1,53504.127252/2021-20,Fiscalização: Tributário,Romano Alessandro,TRIB_05_1 - Análise de resposta grupos 3 a 5,Análise,"4,5",24/03/2021
GR01FI1,53504.127252/2021-20,Fiscalização: Tributário,Romano Alessandro,TRIB_03_1 - Notificação da Fiscalizada,Análise,"0,5",02/03/2021
GR01FI1,53504.127256/2021-74,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",29/01/2021
GR01FI1,53504.127256/2021-74,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",29/01/2021
GR01FI1,53504.127256/2021-74,Fiscalização: Tributário,Romano Alessandro,TRIB_05_1 - Análise de resposta grupos 3 a 5,Análise,"4,5",07/03/2021
GR01FI1,53504.127256/2021-74,Fiscalização: Tributário,Romano Alessandro,TRIB_05_1 - Análise de resposta grupos 3 a 5,Análise,"4,5",15/03/2021
GR01FI1,53504.127256/2021-74,Fiscalização: Tributário,Romano Alessandro,TRIB_02_1 - Requisição de informações complementares,Análise,"4,5",29/03/2021
GR01FI1,53504.127256/2021-74,Fiscalização: Tributário,Romano Alessandro,TRIB_03_1 - Notificação da Fiscalizada,Análise,"0,5",07/03/2021
GR01FI1,53504.127262/2021-19,Fiscalização: Tributário,Mariani Simone,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",25/02/2021
GR01FI1,53504.127262/2021-19,Fiscalização: Tributário,Mariani Simone,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",25/02/2021
GR01FI1,53504.127264/2021-63,Fiscalização: Tributário,Mariani Simone,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",25/02/2021
GR01FI1,53504.127264/2021-63,Fiscalização: Tributário,Mariani Simone,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",25/02/2021
GR01FI1,53504.127266/2021-98,Fiscalização: Tributário,Mariani Simone,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",25/02/2021
GR01FI1,53504.127266/2021-98,Fiscalização: Tributário,Mariani Simone,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",25/02/2021
GR01FI1,53504.127268/2021-32,Fiscalização: Tributário,Mariani Simone,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",25/02/2021
GR01FI1,53504.127268/2021-32,Fiscalização: Tributário,Mariani Simone,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",25/02/2021
GR01FI1,53504.127270/2021-87,Fiscalização: Tributário,Mariani Simone,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",25/02/2021
GR01FI1,53504.127270/2021-87,Fiscalização: Tributário,Mariani Simone,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",25/02/2021
GR01FI1,53504.127272/2021-21,Fiscalização: Tributário,Mariani Simone,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",25/02/2021
GR01FI1,53504.127272/2021-21,Fiscalização: Tributário,Mariani Simone,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",25/02/2021
GR01FI1,53504.127274/2021-76,Fiscalização: Tributário,Mariani Simone,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",25/02/2021
GR01FI1,53504.127274/2021-76,Fiscalização: Tributário,Mariani Simone,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",25/02/2021
GR01FI3,53504.127276/2021-09,Demanda Externa: Órgãos Governamentais Municipais,OSCAR RILEY,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",20/01/2021
GR01FI3,53504.127276/2021-09,Demanda Externa: Órgãos Governamentais Municipais,Marco Rossi,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,28/01/2021
GR01FI3,53504.127278/2021-45,Demanda Externa: Órgãos Governamentais Municipais,OSCAR RILEY,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",20/01/2021
GR01FI3,53504.127278/2021-45,Demanda Externa: Órgãos Governamentais Municipais,Marco Rossi,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,28/01/2021
GR01FI2,53504.127280/2021-25,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,19/01/2021
GR01FI2,53504.127280/2021-25,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",19/01/2021
GR05FI2,53504.127280/2021-25,Fiscalização: Clandestinidade,Massimiliano Basile,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",30/03/2021
GR01FI2,53504.127283/2021-49,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,19/01/2021
GR01FI2,53504.127283/2021-49,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",19/01/2021
GR08FI2,53504.127283/2021-49,Fiscalização: Clandestinidade,Rinaldi Antonella,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",08/03/2021
GR01FI1,53504.127286/2021-61,Fiscalização: Tributário,Caruso Chiara,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/03/2021
GR01FI1,53504.127287/2021-13,Fiscalização: Tributário,Caruso Chiara,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/03/2021
GR01FI1,53504.127287/2021-13,Fiscalização: Tributário,Caruso Chiara,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/03/2021
GR01FI1,53504.127289/2021-30,Fiscalização: Tributário,Caruso Chiara,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/03/2021
GR01FI1,53504.127289/2021-30,Fiscalização: Tributário,Caruso Chiara,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/03/2021
GR01FI1,53504.127291/2021-84,Fiscalização: Tributário,Caruso Chiara,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/03/2021
GR01FI1,53504.127291/2021-84,Fiscalização: Tributário,Caruso Chiara,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/03/2021
GR01FI1,53504.127293/2021-73,Fiscalização: Tributário,Caruso Chiara,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/03/2021
GR01FI1,53504.127293/2021-73,Fiscalização: Tributário,Caruso Chiara,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/03/2021
GR01FI1,53504.127295/2021-18,Fiscalização: Tributário,Caruso Chiara,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/03/2021
GR01FI1,53504.127295/2021-18,Fiscalização: Tributário,Caruso Chiara,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/03/2021
GR01FI1,53504.127297/2021-04,Fiscalização: Tributário,Caruso Chiara,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/03/2021
GR01FI1,53504.127297/2021-04,Fiscalização: Tributário,Caruso Chiara,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/03/2021
GR01FI1,53504.127299/2021-41,Fiscalização: Tributário,Caruso Chiara,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/03/2021
GR01FI1,53504.127299/2021-41,Fiscalização: Tributário,Caruso Chiara,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/03/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Bianchi Luca,TRIB_10_1 - Relatar inativa/simples,Revisão,"0,5",05/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Bianchi Luca,TRIB_04_1 - Levantamento de informações iniciais,Revisão,0,05/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Bianchi Luca,TRIB_06_1 - Análise de impugnação,Revisão,0,05/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Bianchi Luca,TRIB_08_5 - Análise de documentação inativa/simples,Revisão,0,05/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,05/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Conti Paolo,TRIB_06_1 - Análise de impugnação,Análise,6,03/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Conti Paolo,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",03/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Conti Paolo,TRIB_08_5 - Análise de documentação inativa/simples,Análise,"4,5",03/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Conti Paolo,TRIB_10_1 - Relatar inativa/simples,Análise,"4,5",03/02/2021
GR01FI1,53504.127301/2021-75,Fiscalização: Tributário,Conti Paolo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",03/02/2021
GR01FI1,53504.127311/2021-06,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",12/03/2021
GR01FI1,53504.127311/2021-06,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",12/03/2021
GR01FI1,53504.127313/2021-97,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",12/03/2021
GR01FI1,53504.127313/2021-97,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",12/03/2021
GR01FI1,53504.127315/2021-88,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",15/03/2021
GR01FI1,53504.127315/2021-88,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",15/03/2021
GR01FI1,53504.127317/2021-22,Fiscalização: Tributário,Ferrara Luigi,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",12/03/2021
GR01FI1,53504.127317/2021-22,Fiscalização: Tributário,Ferrara Luigi,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",12/03/2021
GR01FI1,53504.127319/2021-77,Fiscalização: Tributário,Ferrara Luigi,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",12/03/2021
GR01FI1,53504.127319/2021-77,Fiscalização: Tributário,Ferrara Luigi,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",12/03/2021
GR01FI1,53504.127321/2021-11,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/02/2021
GR01FI1,53504.127321/2021-11,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/02/2021
GR01FI1,53504.127323/2021-46,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",17/02/2021
GR01FI1,53504.127323/2021-46,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",17/02/2021
GR01FI1,53504.127325/2021-91,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",17/02/2021
GR01FI1,53504.127325/2021-91,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",17/02/2021
GR01FI1,53504.127327/2021-35,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/02/2021
GR01FI1,53504.127328/2021-80,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",17/02/2021
GR01FI1,53504.127328/2021-80,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",17/02/2021
GR01FI1,53504.127330/2021-24,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",17/02/2021
GR01FI1,53504.127330/2021-24,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",17/02/2021
GR01FI1,53504.127330/2021-24,Fiscalização: Tributário,Galli Silvia,TRIB_03_1 - Notificação da Fiscalizada,Análise,"0,5",25/03/2021
GR01FI1,53504.127333/2021-79,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/02/2021
GR01FI1,53504.127333/2021-79,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/02/2021
GR01FI1,53504.127335/2021-13,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",17/02/2021
GR01FI1,53504.127335/2021-13,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",17/02/2021
GR01FI1,53504.127335/2021-13,Fiscalização: Tributário,Galli Silvia,TRIB_03_1 - Notificação da Fiscalizada,Análise,"0,5",25/03/2021
GR01FI1,53504.127338/2021-68,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",17/02/2021
GR01FI1,53504.127338/2021-68,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",17/02/2021
GR01FI1,53504.127340/2021-11,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",17/02/2021
GR01FI1,53504.127340/2021-11,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",17/02/2021
GR01FI1,53504.127342/2021-57,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/02/2021
GR01FI1,53504.127342/2021-57,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/02/2021
GR01FI1,53504.127344/2021-43,Fiscalização: Tributário,Galli Silvia,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",24/02/2021
GR01FI1,53504.127344/2021-43,Fiscalização: Tributário,Galli Silvia,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",24/02/2021
GR04FI2,53504.127346/2020-15,Fiscalização: Clandestinidade,Rita Bellini,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",16/03/2021
GR04FI2,53504.127346/2020-15,Fiscalização: Clandestinidade,Rita Bellini,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",17/03/2021
GR04FI2,53504.127346/2020-15,Fiscalização: Clandestinidade,Federico Pellegrini,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,16/03/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Bianchi Luca,TRIB_08_4 - Análise de documentação grupo 3 a 5<50%,Revisão,"1,5",09/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Bianchi Luca,TRIB_10_4 - Relatar grupos 3 a 5,Revisão,1,09/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Bianchi Luca,TRIB_04_1 - Levantamento de informações iniciais,Revisão,0,09/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Bianchi Luca,TRIB_06_1 - Análise de impugnação,Revisão,0,09/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,09/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Romano Alessandro,TRIB_08_4 - Análise de documentação grupo 3 a 5<50%,Análise,20,08/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Romano Alessandro,TRIB_10_4 - Relatar grupos 3 a 5,Análise,"11,5",08/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Romano Alessandro,TRIB_06_1 - Análise de impugnação,Análise,6,08/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",08/02/2021
GR01FI1,53504.127349/2021-98,Fiscalização: Tributário,Romano Alessandro,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",08/02/2021
GR04FI2,53504.127359/2020-04,Fiscalização: Clandestinidade,Marta Milani,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",10/12/2020
GR04FI2,53504.127359/2020-04,Fiscalização: Clandestinidade,Marta Milani,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",10/12/2020
GR04FI2,53504.127359/2020-04,Fiscalização: Clandestinidade,Federico Pellegrini,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,10/12/2020
GR04FI2,53504.127359/2020-04,Fiscalização: Clandestinidade,Federico Pellegrini,TEC_25_1 - Encaminhar e instruir PFIS,Revisão,0,10/12/2020
GR01FI1,53504.127363/2021-87,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",10/02/2021
GR01FI1,53504.127363/2021-87,Fiscalização: Tributário,Romano Alessandro,TRIB_01_1 - RI eletrônica ou endereço conhecido,Análise,"1,5",10/02/2021
GR01FI1,53504.127363/2021-87,Fiscalização: Tributário,Romano Alessandro,TRIB_05_1 - Análise de resposta grupos 3 a 5,Análise,"4,5",11/03/2021
GR01FI1,53504.127363/2021-87,Fiscalização: Tributário,Romano Alessandro,TRIB_02_1 - Requisição de informações complementares,Análise,"4,5",12/03/2021
GR01FI1,53504.127363/2021-87,Fiscalização: Tributário,Romano Alessandro,TRIB_05_1 - Análise de resposta grupos 3 a 5,Análise,"4,5",29/03/2021
GR01FI1,53504.127368/2021-21,Fiscalização: Tributário,Romano Alessandro,TRIB_07_1 - Análise manual de notas/contratos <100,Análise,"17,5",26/02/2021
GR01FI1,53504.127368/2021-21,Fiscalização: Tributário,Romano Alessandro,TRIB_06_1 - Análise de impugnação,Análise,6,26/02/2021
GR01FI1,53504.127368/2021-21,Fiscalização: Tributário,Romano Alessandro,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",26/02/2021
GR01FI1,53504.127368/2021-21,Fiscalização: Tributário,Bianchi Luca,TRIB_08_4 - Análise de documentação grupo 3 a 5<50%,Revisão,"1,5",06/03/2021
GR01FI1,53504.127368/2021-21,Fiscalização: Tributário,Bianchi Luca,TRIB_10_4 - Relatar grupos 3 a 5,Revisão,1,06/03/2021
GR01FI1,53504.127368/2021-21,Fiscalização: Tributário,Romano Alessandro,TRIB_08_4 - Análise de documentação grupo 3 a 5<50%,Análise,20,05/03/2021
GR01FI1,53504.127368/2021-21,Fiscalização: Tributário,Romano Alessandro,TRIB_10_4 - Relatar grupos 3 a 5,Análise,"11,5",05/03/2021
GR01FI1,53504.127375/2021-11,Fiscalização: Tributário,Bianchi Luca,TRIB_10_1 - Relatar inativa/simples,Revisão,"0,5",25/02/2021
GR01FI1,53504.127375/2021-11,Fiscalização: Tributário,Bianchi Luca,TRIB_04_1 - Levantamento de informações iniciais,Revisão,0,25/02/2021
GR01FI1,53504.127375/2021-11,Fiscalização: Tributário,Bianchi Luca,TRIB_06_1 - Análise de impugnação,Revisão,0,25/02/2021
GR01FI1,53504.127375/2021-11,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,25/02/2021
GR01FI1,53504.127375/2021-11,Fiscalização: Tributário,Ferrara Luigi,TRIB_06_1 - Análise de impugnação,Análise,6,25/02/2021
GR01FI1,53504.127375/2021-11,Fiscalização: Tributário,Ferrara Luigi,TRIB_04_1 - Levantamento de informações iniciais,Análise,"4,5",25/02/2021
GR01FI1,53504.127375/2021-11,Fiscalização: Tributário,Ferrara Luigi,TRIB_10_1 - Relatar inativa/simples,Análise,"4,5",25/02/2021
GR01FI1,53504.127375/2021-11,Fiscalização: Tributário,Ferrara Luigi,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",25/02/2021
GR01FI1,53504.127383/2020-86,Fiscalização: Tributário,Lombardi Matteo,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,22/03/2021
GR01FI1,53504.127383/2020-86,Fiscalização: Tributário,Lombardi Matteo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",22/03/2021
GR01FI1,53504.127383/2020-86,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",24/03/2021
GR01FI1,53504.127383/2020-86,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,24/03/2021
GR01FI1,53504.127387/2020-88,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",21/12/2020
GR01FI1,53504.127387/2020-88,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,21/12/2020
GR01FI1,53504.127387/2020-88,Fiscalização: Tributário,Rizzo Valentina,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,18/12/2020
GR01FI1,53504.127387/2020-88,Fiscalização: Tributário,Rizzo Valentina,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",18/12/2020
GR01FI1,53504.127391/2020-77,Fiscalização: Tributário,Gallo Sara,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,12/11/2020
GR01FI1,53504.127391/2020-77,Fiscalização: Tributário,Gallo Sara,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",12/11/2020
GR01FI1,53504.127391/2020-77,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",23/11/2020
GR01FI1,53504.127391/2020-77,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,23/11/2020
GR01FI1,53504.127395/2020-11,Fiscalização: Tributário,Lombardi Matteo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",19/11/2020
GR01FI1,53504.127396/2020-66,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",21/12/2020
GR01FI1,53504.127396/2020-66,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,21/12/2020
GR01FI1,53504.127396/2020-66,Fiscalização: Tributário,Rizzo Valentina,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,15/12/2020
GR01FI1,53504.127396/2020-66,Fiscalização: Tributário,Rizzo Valentina,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",15/12/2020
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,ARLO CHARLES,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",10/02/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Enzo Damico,TEC_14_4 - Relat. Sistêmicas e pontual alta prior.,Análise,"25,5",22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Enzo Damico,TEC_01_3 - Ana. e obter inform. conflito,Análise,"4,5",22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Enzo Damico,TEC_15_1 - Instruir processo de autuação PAI,Análise,"3,5",22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Enzo Damico,TEC_07_1 - Elaborar Requerimento de Informações,Análise,3,22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Enzo Damico,TEC_09_3 - Analisar dados/documentação,Análise,"2,5",22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Enzo Damico,TEC_10_1 - Analise de Resposta de RI,Análise,1,22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Elisabetta Orlando,TEC_14_4 - Relat. Sistêmicas e pontual alta prior.,Revisão,"2,5",22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Elisabetta Orlando,TEC_07_1 - Elaborar Requerimento de Informações,Revisão,"0,5",22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Elisabetta Orlando,TEC_15_1 - Instruir processo de autuação PAI,Revisão,"0,5",22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Elisabetta Orlando,TEC_01_3 - Ana. e obter inform. conflito,Revisão,0,22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Elisabetta Orlando,TEC_09_3 - Analisar dados/documentação,Revisão,0,22/03/2021
GR01FI3,53504.127400/2021-47,Fiscalização: Outorga,Elisabetta Orlando,TEC_10_1 - Analise de Resposta de RI,Revisão,0,22/03/2021
